farmer_id,food,A,B,C,transport,date_harvest,date_delivery,item_details_tbl.price_q1/*uts{kg/pc/bndl/pkt},item_details_tbl.qty_slab_no,*uts,cost,
163,38,3500,5900,8900,0,2018/07/09 02:00,2018/07/16 00:00,60,0,1,402000,
163,151,4400,4600,5900,1,2018/08/14 07:00,2018/08/19 01:00,100,0,1,595000,
163,95,100,980,700,1,2018/07/29 08:00,2018/08/03 16:00,100,1,0.1,64000,
164,27,7300,8100,6800,1,2018/08/03 16:00,2018/08/09 11:00,80,0,1,767000,
164,35,2000,8400,3100,1,2018/08/07 08:00,2018/08/13 20:00,60,0,1,341000,
164,28,3400,1000,3000,1,2018/07/17 12:00,2018/07/21 17:00,120,0,1,371000,
164,177,6700,4500,2100,1,2018/07/10 14:00,2018/07/15 22:00,80,2,0.25,506000,
164,134,3000,2400,10000,1,2018/07/20 17:00,2018/07/24 19:00,60,0,1,301000,
165,3,1800,2100,5900,1,2018/07/13 06:00,2018/07/19 07:00,80,0,1,270000,
165,142,1900,4100,5100,1,2018/08/15 00:00,2018/08/21 19:00,160,2,0.25,654000,
165,44,2900,8600,10000,1,2018/07/12 17:00,2018/07/17 21:00,60,0,1,467000,
165,168,100,700,4300,0,2018/08/13 16:00,2018/08/18 08:00,25,0,1,34000,
166,51,6400,2000,600,0,2018/07/12 14:00,2018/07/17 12:00,100,0,1,480000,
166,1,100,300,4100,0,2018/07/14 10:00,2018/07/20 14:00,120,0,1,137000,
166,102,9900,100,8800,1,2018/08/01 15:00,2018/08/07 02:00,40,0,1,313000,
166,178,9700,4000,7600,0,2018/08/02 03:00,2018/08/07 14:00,40,5,1,370000,
166,117,6600,5100,100,1,2018/08/05 10:00,2018/08/09 14:00,40,0,1,249000,
167,62,5200,5000,5400,1,2018/08/12 09:00,2018/08/18 23:00,30,0,1,194000,
167,29,500,9700,3400,0,2018/08/01 11:00,2018/08/07 18:00,100,0,1,545000,
167,138,8300,3900,7400,1,2018/07/28 20:00,2018/08/03 07:00,60,0,1,507000,
167,154,3000,1800,3300,1,2018/08/07 21:00,2018/08/14 20:00,30,0,1,97000,
167,158,1300,7400,2600,1,2018/07/30 12:00,2018/08/06 09:00,25,0,1,114000,
168,82,3900,8700,4000,1,2018/08/15 15:00,2018/08/20 19:00,100,0,1,692000,
168,148,6000,9100,9200,0,2018/07/12 15:00,2018/07/17 17:00,80,2,0.25,782000,
168,10,1825,2100,1525,0,2018/08/03 11:00,2018/08/08 19:00,100,0,1,240000,
169,33,6600,5000,2300,0,2018/08/16 23:00,2018/08/22 01:00,100,0,1,659000,
169,118,500,9600,1600,0,2018/08/11 23:00,2018/08/17 18:00,40,0,1,192000,
169,98,300,725,25,1,2018/07/21 22:00,2018/07/28 17:00,80,2,0.25,39000,
169,141,575,25,1950,0,2018/07/18 06:00,2018/07/22 08:00,200,2,0.25,157000,
169,60,925,2325,125,1,2018/07/30 08:00,2018/08/06 03:00,20,0,1,31000,
170,80,6000,4900,7300,0,2018/07/06 04:00,2018/07/13 02:00,40,0,1,298000,
170,27,8400,6000,10000,0,2018/07/28 08:00,2018/08/03 00:00,80,0,1,797000,
170,6,7500,7800,2700,0,2018/08/03 00:00,2018/08/09 20:00,140,0,1,1174000,
170,68,1400,10000,1700,1,2018/07/21 14:00,2018/07/28 08:00,50,0,1,281000,
171,165,8600,1200,3300,0,2018/08/15 10:00,2018/08/22 09:00,50,0,1,320000,
171,3,1900,2300,4200,1,2018/07/27 11:00,2018/07/31 13:00,80,0,1,251000,
171,33,6500,5600,6400,1,2018/07/08 01:00,2018/07/12 20:00,100,0,1,768000,
172,19,1400,9000,8000,1,2018/07/12 23:00,2018/07/19 16:00,35,4,1,234000,
172,135,125,2025,2325,1,2018/07/10 14:00,2018/07/17 09:00,40,0,1,60000,
172,112,1400,1425,2400,1,2018/08/08 09:00,2018/08/13 09:00,240,2,0.25,471000,
173,144,3200,8600,8500,1,2018/08/06 12:00,2018/08/12 11:00,50,0,1,388000,
173,88,5500,300,9900,1,2018/07/28 12:00,2018/08/02 13:00,30,0,1,172000,
173,28,3500,4400,1800,1,2018/07/16 14:00,2018/07/20 19:00,120,0,1,537000,
174,42,3800,6000,3200,0,2018/07/27 08:00,2018/08/02 21:00,70,0,1,391000,
174,6,5200,2100,2100,1,2018/08/12 00:00,2018/08/16 19:00,140,0,1,629000,
174,84,4200,3200,4600,1,2018/07/18 06:00,2018/07/22 13:00,30,0,1,150000,
174,82,700,5700,600,0,2018/08/10 17:00,2018/08/16 01:00,100,0,1,312000,
175,130,5800,8600,7300,1,2018/07/19 13:00,2018/07/26 11:00,40,0,1,349000,
175,46,5100,1600,7400,1,2018/08/07 23:00,2018/08/14 08:00,40,0,1,213000,
175,29,3600,6000,7600,1,2018/07/13 13:00,2018/07/20 06:00,100,0,1,642000,
176,178,4900,3300,4500,0,2018/08/11 21:00,2018/08/18 02:00,40,5,1,218000,
176,87,8700,2000,1300,0,2018/08/16 21:00,2018/08/22 02:00,25,0,1,153000,
176,172,7600,7000,2000,1,2018/07/29 13:00,2018/08/02 22:00,50,0,1,395000,
176,148,7700,3300,4600,1,2018/08/15 23:00,2018/08/21 19:00,80,2,0.25,573000,
176,25,7300,4300,1600,0,2018/08/08 08:00,2018/08/14 23:00,140,0,1,899000,
176,17,1500,4000,4800,0,2018/07/10 18:00,2018/07/15 13:00,240,2,0.25,878000,
176,66,6800,7700,2400,1,2018/08/12 23:00,2018/08/17 06:00,160,2,0.25,1247000,
177,179,8200,4700,2800,0,2018/08/12 20:00,2018/08/19 14:00,50,0,1,372000,
177,87,6900,1000,3000,0,2018/07/25 11:00,2018/07/30 01:00,25,0,1,126000,
177,99,6500,8300,9600,1,2018/07/12 19:00,2018/07/19 00:00,40,2,0.25,397000,
177,178,6000,9600,6500,0,2018/07/20 20:00,2018/07/26 07:00,40,5,1,361000,
178,100,50,1425,1550,0,2018/07/12 21:00,2018/07/18 14:00,40,4,1,40000,
178,63,1900,1100,200,0,2018/07/18 15:00,2018/07/23 01:00,30,5,1,48000,
178,166,2200,2100,6600,0,2018/07/26 13:00,2018/08/02 09:00,50,0,1,185000,
178,45,3700,3200,6600,0,2018/07/14 14:00,2018/07/19 12:00,60,0,1,311000,
179,121,6300,3400,700,0,2018/07/09 02:00,2018/07/15 06:00,50,0,1,260000,
179,60,50,1575,2450,0,2018/07/27 01:00,2018/07/31 15:00,20,0,1,25000,
179,27,4300,6100,5300,0,2018/07/18 16:00,2018/07/24 21:00,80,0,1,516000,
180,61,4300,3000,6000,0,2018/08/17 02:00,2018/08/21 09:00,160,2,0.25,852000,
180,102,6100,6200,4300,1,2018/08/13 03:00,2018/08/18 17:00,40,0,1,288000,
180,32,9100,6000,9200,0,2018/07/07 20:00,2018/07/12 23:00,60,0,1,594000,
181,158,5800,3000,6000,1,2018/07/29 23:00,2018/08/05 11:00,25,0,1,154000,
181,82,2800,1500,4900,1,2018/08/07 15:00,2018/08/12 03:00,100,0,1,344000,
181,158,2900,5600,7500,1,2018/08/14 16:00,2018/08/21 06:00,25,0,1,145000,
182,13,4000,2300,8900,1,2018/08/03 12:00,2018/08/08 09:00,60,3,1,320000,
182,4,1000,5100,300,0,2018/07/22 11:00,2018/07/28 16:00,190,0,1,548000,
182,62,1700,7100,1000,0,2018/07/23 12:00,2018/07/29 19:00,30,0,1,127000,
182,124,7400,5400,4300,0,2018/07/18 05:00,2018/07/22 10:00,40,0,1,301000,
183,135,1875,2475,650,1,2018/08/15 03:00,2018/08/19 18:00,40,0,1,93000,
183,4,2000,6500,2300,0,2018/07/04 15:00,2018/07/09 08:00,190,0,1,878000,
183,180,1800,4600,6500,1,2018/08/08 17:00,2018/08/15 01:00,40,0,1,181000,
184,122,1300,7200,1800,0,2018/08/01 07:00,2018/08/05 22:00,40,0,1,177000,
184,123,8600,3900,5300,0,2018/07/18 10:00,2018/07/24 21:00,40,0,1,316000,
184,179,3400,600,2100,1,2018/07/24 13:00,2018/07/31 00:00,50,0,1,136000,
184,102,6100,5800,9500,0,2018/07/04 10:00,2018/07/10 03:00,40,0,1,324000,
185,30,2900,7800,9500,0,2018/07/30 22:00,2018/08/05 08:00,120,0,1,874000,
185,87,2100,1400,2500,1,2018/08/06 08:00,2018/08/11 20:00,25,0,1,59000,
185,31,400,8800,4100,0,2018/08/11 16:00,2018/08/16 01:00,180,0,1,913000,
186,43,900,8400,6300,0,2018/07/18 19:00,2018/07/25 01:00,80,0,1,460000,
186,62,2000,2000,5300,1,2018/08/13 03:00,2018/08/19 21:00,30,0,1,96000,
186,148,3400,5700,3200,1,2018/08/14 18:00,2018/08/19 20:00,80,2,0.25,422000,
187,77,4500,4000,2600,1,2018/08/06 17:00,2018/08/13 14:00,40,0,1,201000,
187,106,1800,7800,9900,1,2018/07/20 02:00,2018/07/24 19:00,20,0,1,137000,
187,164,1700,200,5900,0,2018/08/13 16:00,2018/08/18 19:00,100,2,0.25,240000,
187,138,4900,7200,4300,0,2018/07/12 15:00,2018/07/19 06:00,60,0,1,419000,
187,101,7300,400,900,1,2018/08/15 10:00,2018/08/19 21:00,120,2,0.25,569000,
187,19,5100,8200,2800,1,2018/08/10 16:00,2018/08/17 03:00,35,4,1,259000,
188,20,4200,3600,1700,1,2018/07/26 03:00,2018/08/01 15:00,150,4,1,654000,
188,131,9100,4200,8100,0,2018/08/01 14:00,2018/08/07 21:00,50,0,1,462000,
188,46,6600,1200,3200,0,2018/07/14 05:00,2018/07/18 09:00,40,0,1,205000,
189,88,900,8700,4200,1,2018/07/25 16:00,2018/07/31 06:00,30,0,1,160000,
189,59,5000,1500,3200,1,2018/08/11 14:00,2018/08/18 10:00,40,0,1,169000,
189,78,4900,7500,5300,1,2018/07/08 17:00,2018/07/15 00:00,100,0,1,753000,
190,88,9300,1800,3300,1,2018/07/17 20:00,2018/07/22 13:00,30,0,1,206000,
190,83,300,8800,7200,0,2018/07/10 14:00,2018/07/15 20:00,100,0,1,582000,
190,104,1100,2700,6200,1,2018/07/13 01:00,2018/07/18 03:00,10,0,1,33000,
190,31,8800,2200,6200,1,2018/07/09 03:00,2018/07/14 16:00,180,0,1,1331000,
191,67,8400,8700,7300,1,2018/07/15 12:00,2018/07/22 02:00,35,0,1,369000,
191,38,6600,6200,9500,0,2018/07/12 14:00,2018/07/16 15:00,60,0,1,524000,
191,100,2475,1450,1250,1,2018/07/29 06:00,2018/08/04 13:00,40,4,1,94000,
192,114,8200,3400,8900,0,2018/07/25 22:00,2018/07/31 05:00,50,5,1,415000,
192,114,500,3500,9800,1,2018/08/02 08:00,2018/08/08 05:00,50,5,1,209000,
192,136,4000,3500,500,0,2018/07/08 13:00,2018/07/13 18:00,240,2,0.25,952000,
192,22,7700,5400,5100,1,2018/07/08 11:00,2018/07/12 20:00,1000,2,0.25,7978000,
192,99,5500,4400,7200,1,2018/07/13 22:00,2018/07/19 22:00,40,2,0.25,274000,
192,160,600,5400,3300,1,2018/07/24 22:00,2018/07/31 08:00,25,0,1,89000,
192,135,1825,925,1800,1,2018/07/21 19:00,2018/07/27 18:00,40,0,1,77000,
193,84,5100,6700,800,1,2018/07/30 06:00,2018/08/04 03:00,30,0,1,180000,
193,39,2100,7800,700,1,2018/08/03 02:00,2018/08/08 17:00,40,0,1,196000,
193,3,3000,9600,3900,1,2018/07/31 00:00,2018/08/05 23:00,80,0,1,542000,
193,91,770,720,50,0,2018/07/29 14:00,2018/08/05 02:00,10,5,1,7000,
193,98,275,650,225,0,2018/07/16 04:00,2018/07/22 07:00,80,2,0.25,40000,
194,99,3100,7400,300,0,2018/08/06 20:00,2018/08/13 07:00,40,2,0.25,204000,
194,62,4600,3400,7300,0,2018/07/29 01:00,2018/08/04 07:00,30,0,1,177000,
194,152,1750,800,1475,0,2018/07/12 12:00,2018/07/18 06:00,120,0,1,209000,
195,64,5500,5700,1600,0,2018/07/21 04:00,2018/07/28 04:00,60,4,1,372000,
195,19,6900,8400,9800,0,2018/07/14 04:00,2018/07/19 02:00,35,4,1,346000,
195,32,9000,5900,3600,0,2018/07/26 14:00,2018/08/02 09:00,60,0,1,534000,
195,141,2225,875,1975,0,2018/08/03 16:00,2018/08/09 04:00,200,2,0.25,434000,
195,93,10,780,360,0,2018/07/08 01:00,2018/07/14 22:00,48,2,0.25,20000,
195,8,4400,5500,8200,0,2018/08/01 18:00,2018/08/07 04:00,90,0,1,608000,
196,169,1600,300,4900,1,2018/07/28 04:00,2018/08/04 01:00,40,5,1,86000,
196,80,200,7600,9600,1,2018/08/02 12:00,2018/08/07 22:00,40,0,1,223000,
196,30,5700,8700,3600,0,2018/07/13 14:00,2018/07/18 07:00,120,0,1,936000,
197,20,7300,5000,9300,1,2018/08/14 17:00,2018/08/21 17:00,150,4,1,1279000,
197,173,375,975,1800,0,2018/07/09 03:00,2018/07/16 03:00,30,0,1,31000,
197,30,9900,9200,7300,0,2018/07/30 19:00,2018/08/04 06:00,120,0,1,1401000,
197,48,10000,2400,7400,1,2018/08/11 11:00,2018/08/15 18:00,100,0,1,872000,
198,42,5900,1200,1600,1,2018/07/27 16:00,2018/08/03 02:00,70,0,1,299000,
198,116,4600,6800,8400,0,2018/08/09 03:00,2018/08/13 05:00,40,0,1,298000,
198,119,6500,4000,400,1,2018/07/09 16:00,2018/07/15 23:00,60,0,1,346000,
198,45,9600,7100,1800,0,2018/07/16 15:00,2018/07/23 14:00,60,0,1,545000,
198,117,4300,5300,1800,0,2018/07/24 07:00,2018/07/29 21:00,40,0,1,209000,
199,37,300,6000,6700,0,2018/07/16 04:00,2018/07/21 22:00,70,0,1,311000,
199,149,9500,700,700,1,2018/08/11 02:00,2018/08/17 04:00,50,0,1,294000,
199,77,700,3700,1900,1,2018/08/04 02:00,2018/08/10 03:00,40,0,1,101000,
200,129,7300,8200,9500,1,2018/07/10 02:00,2018/07/16 13:00,160,2,0.25,1584000,
200,127,9800,9200,8600,1,2018/07/05 01:00,2018/07/09 08:00,40,0,1,464000,
200,76,6000,900,2100,1,2018/08/07 09:00,2018/08/12 02:00,40,0,1,175000,
201,97,1425,925,1725,1,2018/08/10 20:00,2018/08/15 12:00,200,1,0.1,335000,
201,156,4600,200,4100,1,2018/07/21 14:00,2018/07/25 18:00,30,0,1,109000,
201,151,9400,10000,7900,0,2018/07/29 23:00,2018/08/03 19:00,100,0,1,1169000,
202,16,1000,25,1850,0,2018/08/16 22:00,2018/08/23 21:00,30,0,1,30000,
202,140,2250,1225,1475,1,2018/08/15 17:00,2018/08/20 12:00,40,5,1,89000,
202,84,2300,800,8500,1,2018/07/21 18:00,2018/07/28 01:00,30,0,1,109000,
202,87,5300,3000,8600,1,2018/07/19 10:00,2018/07/24 23:00,25,0,1,161000,
203,136,5300,7800,1000,1,2018/07/11 03:00,2018/07/16 23:00,240,2,0.25,1608000,
203,100,1975,1850,375,1,2018/07/27 15:00,2018/08/01 06:00,40,4,1,82000,
203,147,800,1950,150,1,2018/08/03 23:00,2018/08/08 09:00,20,0,1,27000,
204,135,850,925,500,0,2018/07/13 05:00,2018/07/17 20:00,40,0,1,39000,
204,59,9800,3100,9300,1,2018/08/08 04:00,2018/08/14 02:00,40,0,1,369000,
204,42,1200,200,1600,1,2018/08/12 08:00,2018/08/16 14:00,70,0,1,81000,
204,39,6600,4300,1300,1,2018/08/02 16:00,2018/08/07 06:00,40,0,1,240000,
204,176,25,1775,1525,0,2018/08/07 05:00,2018/08/11 19:00,40,0,1,46000,
205,44,2500,1800,6500,1,2018/08/14 00:00,2018/08/20 05:00,60,0,1,229000,
205,160,6700,5200,7600,1,2018/07/19 04:00,2018/07/23 16:00,25,0,1,197000,
205,9,700,1600,8500,0,2018/07/24 08:00,2018/07/29 19:00,110,0,1,332000,
205,156,700,3100,2200,1,2018/07/08 16:00,2018/07/12 17:00,30,0,1,67000,
205,141,650,2225,2075,1,2018/07/21 13:00,2018/07/27 13:00,200,2,0.25,372000,
205,69,8200,2600,4700,0,2018/07/22 12:00,2018/07/27 08:00,50,0,1,356000,
206,33,3700,2000,600,0,2018/07/08 09:00,2018/07/14 18:00,100,0,1,315000,
206,151,9800,600,7800,1,2018/07/19 03:00,2018/07/23 14:00,100,0,1,786000,
206,58,2400,6300,6600,1,2018/07/29 14:00,2018/08/03 01:00,120,2,0.25,674000,
206,117,2800,500,8600,0,2018/08/01 07:00,2018/08/07 17:00,40,0,1,152000,
206,142,7300,8000,7900,0,2018/08/17 20:00,2018/08/24 12:00,160,2,0.25,1517000,
207,139,5100,7800,3000,0,2018/07/31 22:00,2018/08/07 14:00,4,0,1,28000,
207,37,2800,5200,2900,0,2018/07/05 05:00,2018/07/10 05:00,70,0,1,319000,
207,145,3100,7300,9200,0,2018/07/04 16:00,2018/07/09 05:00,40,0,1,292000,
207,84,9700,5800,5600,1,2018/07/16 16:00,2018/07/23 08:00,30,0,1,285000,
207,3,4700,4500,3800,0,2018/08/05 14:00,2018/08/10 06:00,80,0,1,450000,
207,100,1075,300,775,1,2018/07/06 10:00,2018/07/10 15:00,40,4,1,37000,
208,48,6300,1700,8900,1,2018/07/19 15:00,2018/07/25 11:00,100,0,1,658000,
208,64,600,6500,4800,0,2018/07/23 03:00,2018/07/27 07:00,60,4,1,256000,
208,57,2400,900,775,1,2018/07/27 18:00,2018/08/02 14:00,60,0,1,121000,
209,175,8900,2300,3800,0,2018/07/26 00:00,2018/08/01 11:00,50,0,1,364000,
209,148,9100,1800,2400,0,2018/07/31 07:00,2018/08/05 06:00,80,2,0.25,544000,
209,114,1300,7400,2800,1,2018/07/24 19:00,2018/07/30 18:00,50,5,1,236000,
209,8,5400,3100,3900,1,2018/07/17 08:00,2018/07/24 00:00,90,0,1,483000,
209,173,975,575,675,1,2018/07/20 19:00,2018/07/26 20:00,30,0,1,29000,
210,97,800,2350,1200,1,2018/08/06 16:00,2018/08/13 07:00,200,1,0.1,350000,
210,41,6700,4900,400,0,2018/07/10 13:00,2018/07/15 18:00,40,0,1,242000,
210,164,1800,1700,5000,0,2018/07/20 04:00,2018/07/25 22:00,100,2,0.25,292000,
210,113,400,3300,5700,1,2018/07/25 09:00,2018/08/01 03:00,80,2,0.25,241000,
211,121,2300,2200,9000,0,2018/07/15 10:00,2018/07/21 23:00,50,0,1,222000,
211,7,6200,6200,6100,0,2018/07/11 00:00,2018/07/16 16:00,100,0,1,797000,
211,33,600,8900,3400,0,2018/08/16 04:00,2018/08/20 07:00,100,0,1,516000,
211,180,1500,2700,4300,0,2018/07/15 17:00,2018/07/19 21:00,40,0,1,125000,
212,144,1900,3300,1000,0,2018/07/07 23:00,2018/07/14 06:00,50,0,1,136000,
212,68,2900,6900,2900,1,2018/07/19 12:00,2018/07/26 04:00,50,0,1,269000,
212,78,3200,6400,2000,0,2018/07/17 11:00,2018/07/24 07:00,100,0,1,525000,
212,176,1725,675,2250,0,2018/07/25 00:00,2018/07/29 16:00,40,0,1,74000,
212,23,9800,2600,4200,1,2018/08/13 01:00,2018/08/17 15:00,150,0,1,1181000,
213,49,4800,300,2600,0,2018/08/11 15:00,2018/08/18 11:00,60,0,1,217000,
213,118,6600,1300,200,0,2018/07/26 21:00,2018/08/02 03:00,40,0,1,181000,
213,1,8500,1300,4600,1,2018/07/06 03:00,2018/07/11 17:00,120,0,1,805000,
213,48,6800,7700,8000,1,2018/08/02 00:00,2018/08/06 15:00,100,0,1,932000,
214,117,9600,400,8400,0,2018/08/13 22:00,2018/08/20 08:00,40,0,1,306000,
214,77,3500,2000,1900,1,2018/07/05 03:00,2018/07/10 03:00,40,0,1,135000,
214,49,5700,9500,8900,0,2018/07/19 19:00,2018/07/26 15:00,60,0,1,582000,
215,106,9000,8300,6200,1,2018/07/17 20:00,2018/07/24 00:00,20,0,1,210000,
215,154,8200,500,2900,1,2018/07/09 21:00,2018/07/14 02:00,30,0,1,167000,
215,149,3600,3000,4000,0,2018/08/16 01:00,2018/08/20 06:00,50,0,1,214000,
215,89,9900,2400,4900,1,2018/07/29 15:00,2018/08/03 14:00,20,0,1,156000,
216,171,6400,7600,3400,0,2018/07/25 18:00,2018/08/01 04:00,240,2,0.25,1843000,
216,80,2300,6500,9100,1,2018/07/11 20:00,2018/07/18 13:00,40,0,1,255000,
216,48,800,6000,5900,0,2018/08/08 13:00,2018/08/14 01:00,100,0,1,450000,
217,146,4300,2600,5400,1,2018/08/14 18:00,2018/08/21 12:00,60,0,1,298000,
217,142,1400,8700,2500,1,2018/07/15 15:00,2018/07/21 11:00,160,2,0.25,835000,
217,47,1200,9500,1500,0,2018/08/05 05:00,2018/08/10 05:00,70,0,1,357000,
217,166,2400,4300,3400,0,2018/07/05 10:00,2018/07/11 08:00,50,0,1,200000,
217,56,4000,7900,8700,0,2018/08/02 12:00,2018/08/09 04:00,400,2,0.25,3103000,
218,37,600,8200,6500,1,2018/08/05 10:00,2018/08/09 20:00,70,0,1,385000,
218,110,1325,425,375,1,2018/08/03 04:00,2018/08/09 20:00,50,0,1,53000,
218,41,5300,1600,2400,0,2018/07/30 12:00,2018/08/03 15:00,40,0,1,174000,
218,1,1300,6900,2100,0,2018/07/22 15:00,2018/07/29 10:00,120,0,1,524000,
219,54,7900,2300,3400,0,2018/08/12 19:00,2018/08/19 10:00,100,0,1,629000,
219,119,5400,500,3200,0,2018/08/02 10:00,2018/08/09 04:00,60,0,1,244000,
219,160,400,7500,8200,0,2018/07/11 18:00,2018/07/16 14:00,25,0,1,135000,
219,136,7200,4600,3400,1,2018/08/06 19:00,2018/08/13 05:00,240,2,0.25,1644000,
220,9,2600,2800,5100,1,2018/07/30 16:00,2018/08/05 07:00,110,0,1,425000,
220,134,2400,8400,7200,1,2018/08/05 18:00,2018/08/10 03:00,60,0,1,396000,
220,19,1400,6600,3500,1,2018/08/15 21:00,2018/08/20 08:00,35,4,1,162000,
220,137,1100,500,7100,0,2018/07/23 06:00,2018/07/27 20:00,60,0,1,153000,
221,5,2800,400,1300,1,2018/08/06 07:00,2018/08/11 21:00,140,0,1,291000,
221,46,500,800,1500,0,2018/07/08 22:00,2018/07/15 21:00,40,0,1,39000,
221,7,1900,3800,9400,0,2018/08/14 08:00,2018/08/20 14:00,100,0,1,485000,
222,83,5900,3400,9400,0,2018/08/07 06:00,2018/08/12 08:00,100,0,1,712000,
222,161,5600,900,6600,0,2018/07/16 12:00,2018/07/21 23:00,30,5,1,158000,
222,170,1300,225,2400,1,2018/08/03 19:00,2018/08/08 08:00,20,0,1,27000,
222,88,6400,1000,3400,0,2018/07/25 09:00,2018/07/31 12:00,30,0,1,148000,
223,171,1800,3200,1700,0,2018/08/08 17:00,2018/08/14 08:00,240,2,0.25,696000,
223,176,2125,1450,850,0,2018/07/14 16:00,2018/07/20 12:00,40,0,1,81000,
223,14,5200,9700,1500,1,2018/07/21 16:00,2018/07/28 15:00,30,3,1,226000,
223,14,9200,8400,7700,0,2018/07/16 03:00,2018/07/21 12:00,30,3,1,329000,
224,135,575,25,1425,0,2018/08/17 12:00,2018/08/23 11:00,40,0,1,27000,
224,146,5300,9600,900,1,2018/08/06 02:00,2018/08/11 05:00,60,0,1,460000,
224,71,3400,1200,300,1,2018/07/26 16:00,2018/08/02 04:00,40,0,1,105000,
224,71,5400,4100,3800,0,2018/07/31 21:00,2018/08/05 02:00,40,0,1,232000,
225,170,350,450,1275,0,2018/07/14 14:00,2018/07/19 01:00,20,0,1,14000,
225,23,9500,8400,9600,1,2018/07/09 08:00,2018/07/16 05:00,150,0,1,1706000,
225,145,5100,4100,7900,0,2018/07/24 03:00,2018/07/30 18:00,40,0,1,261000,
225,115,400,800,3700,1,2018/07/21 00:00,2018/07/27 02:00,40,0,1,57000,
225,66,8800,1900,6100,1,2018/07/06 02:00,2018/07/10 21:00,160,2,0.25,1194000,
226,64,3900,9000,2900,1,2018/07/22 11:00,2018/07/26 19:00,60,4,1,407000,
226,112,2425,725,600,1,2018/07/29 12:00,2018/08/03 01:00,240,2,0.25,449000,
226,114,2200,5200,5200,1,2018/07/12 01:00,2018/07/16 20:00,50,5,1,244000,
227,108,9600,4600,7600,1,2018/08/15 05:00,2018/08/19 11:00,40,0,1,374000,
227,59,9400,800,3300,1,2018/07/30 21:00,2018/08/04 00:00,40,0,1,259000,
227,63,7100,6800,1800,0,2018/07/19 05:00,2018/07/25 01:00,30,5,1,230000,
227,120,5600,4500,4300,1,2018/07/15 02:00,2018/07/21 06:00,35,0,1,224000,
227,105,6400,9200,9800,1,2018/07/17 16:00,2018/07/23 00:00,40,5,1,399000,
227,31,8100,6000,8100,0,2018/07/10 14:00,2018/07/16 07:00,180,0,1,1634000,
228,22,7100,8900,2100,1,2018/08/08 19:00,2018/08/14 05:00,1000,2,0.25,8442000,
228,13,2600,8200,200,0,2018/08/13 10:00,2018/08/20 08:00,60,3,1,315000,
228,10,450,800,1275,0,2018/07/22 22:00,2018/07/29 00:00,100,0,1,92000,
228,69,3500,6800,7000,0,2018/08/13 00:00,2018/08/19 21:00,50,0,1,334000,
228,86,4100,7800,3800,0,2018/07/28 19:00,2018/08/02 02:00,30,0,1,200000,
229,50,1900,3000,4200,1,2018/07/26 15:00,2018/07/31 07:00,40,0,1,133000,
229,23,7800,4800,5900,0,2018/07/26 12:00,2018/08/02 11:00,150,0,1,1202000,
229,144,5200,1500,3100,1,2018/07/22 08:00,2018/07/27 18:00,50,0,1,222000,
229,52,4900,3500,1000,0,2018/07/29 00:00,2018/08/04 03:00,180,0,1,826000,
230,33,4500,2800,7200,1,2018/08/01 08:00,2018/08/08 03:00,100,0,1,552000,
230,163,300,525,1200,1,2018/08/11 11:00,2018/08/17 22:00,25,0,1,17000,
230,111,100,1300,500,0,2018/08/09 21:00,2018/08/14 01:00,120,2,0.25,89000,
230,83,800,9700,1600,1,2018/07/14 02:00,2018/07/19 04:00,100,0,1,506000,
231,174,8100,2700,3000,1,2018/08/09 11:00,2018/08/15 19:00,240,2,0.25,1552000,
231,122,9500,5200,5600,0,2018/07/10 14:00,2018/07/15 22:00,40,0,1,364000,
231,46,6700,3200,300,1,2018/07/23 13:00,2018/07/30 00:00,40,0,1,220000,
232,16,75,2250,1200,0,2018/08/04 05:00,2018/08/10 09:00,30,0,1,38000,
232,117,4200,200,2100,0,2018/08/08 10:00,2018/08/14 05:00,40,0,1,122000,
232,98,1850,2500,2250,1,2018/07/04 12:00,2018/07/09 13:00,80,2,0.25,212000,
232,21,100,2175,1275,1,2018/07/08 21:00,2018/07/14 05:00,50,6,1,65000,
232,77,7000,4800,6800,0,2018/08/08 13:00,2018/08/13 12:00,40,0,1,304000,
232,11,1525,1375,1625,0,2018/07/07 20:00,2018/07/12 04:00,320,2,0.25,610000,
233,48,9800,6300,4800,0,2018/07/26 18:00,2018/07/31 20:00,100,0,1,974000,
233,16,1850,800,650,1,2018/07/15 19:00,2018/07/22 05:00,30,0,1,47000,
233,29,6900,6800,9700,0,2018/07/27 19:00,2018/08/01 15:00,100,0,1,942000,
233,69,9600,900,2600,1,2018/07/17 10:00,2018/07/22 00:00,50,0,1,336000,
234,9,2100,1800,4500,0,2018/08/07 09:00,2018/08/13 22:00,110,0,1,338000,
234,179,6500,8000,8100,0,2018/08/17 11:00,2018/08/23 09:00,50,0,1,467000,
234,29,7800,8600,3000,0,2018/08/09 01:00,2018/08/14 10:00,100,0,1,919000,
234,171,5800,2800,300,0,2018/08/06 16:00,2018/08/13 05:00,240,2,0.25,1099000,
234,16,1925,2275,950,0,2018/07/15 02:00,2018/07/20 15:00,30,0,1,69000,
234,94,240,410,870,0,2018/07/15 22:00,2018/07/20 12:00,100,1,0.1,53000,
235,179,700,5000,6400,0,2018/08/04 10:00,2018/08/10 20:00,50,0,1,207000,
235,102,8300,1400,300,1,2018/08/14 07:00,2018/08/20 19:00,40,0,1,220000,
